Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Gasterosteus sp. 16,NA,Vananda Creek Limnetic Stickleback,NA,F-GASP-16,AFCPA03180,G1,Nov-18,S1,Mar-18,Mar-00,E (Dec 2023),NA,Red,Y (May 2004),NA,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,NA,NA,NA,1-E (Jun 2003),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,1;2,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,CDF,Lakes / Lake / Obligate,Native,Regularly occurring,NA,NA,Y,Y,NA
Gasterosteus sp. 17,NA,Vananda Creek Benthic Stickleback,NA,F-GASP-17,AFCPA03190,G1,Nov-18,S1,Mar-18,Mar-00,E (Dec 2023),NA,Red,Y (May 2004),NA,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,NA,NA,NA,1-E (Jun 2003),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,1;2,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,CDF,Lakes / Lake / Obligate,Native,Regularly occurring,NA,NA,Y,Y,NA
Gasterosteus sp. 18,NA,"Misty Lake ""Lake"" Stickleback",NA,F-GASP-18,AFCPA03200,G1,Nov-18,S1,Mar-18,Mar-04,E (Dec 2023),NA,Red,NA,NA,Bulkley Basin; Bulkley Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Dixon Entrance; Eastern Pacific Ranges; Fraser River Basin; Georgia Lowland; Hecate Lowland; Hecate Strait; Juan de Fuca Strait; Johnstone Strait; Kimsquit Mountains; Kitimat Ranges; Leeward Island Mountains; Meziadin Mountains; Nanaimo Lowland; Nass Mountains; Nazko Upland; North Coast Fjords; Nechako Upland; Northern Island Mountains; Northern Pacific Ranges; Nahwitti Lowland; Outer Fjordland; Pavilion Ranges; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Southern Boundary Ranges; Southern Chilcotin Ranges; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Windward Island Mountains,NA,NA,NA,1-E (Feb 2010),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,1;2;3;5;6,Capital Regional District; Central Coast Regional District; Cariboo Regional District; Cowichan Valley Regional District; North Coast Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Port Alberni; Tofino; Ucluelet; Alert Bay; Port Alice; Port Hardy; Port McNeill; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Stewart; Port Edward; Prince Rupert,CWH,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Gasterosteus sp. 19,NA,"Misty Lake ""Stream"" Stickleback",NA,F-GASP-19,AFCPA03210,G1,Nov-18,S1,Mar-18,Mar-04,E (Dec 2023),NA,Red,NA,NA,Bulkley Basin; Bulkley Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Dixon Entrance; Eastern Pacific Ranges; Fraser River Basin; Georgia Lowland; Hecate Lowland; Hecate Strait; Juan de Fuca Strait; Johnstone Strait; Kimsquit Mountains; Kitimat Ranges; Leeward Island Mountains; Meziadin Mountains; Nanaimo Lowland; Nass Mountains; Nazko Upland; North Coast Fjords; Nechako Upland; Northern Island Mountains; Northern Pacific Ranges; Nahwitti Lowland; Outer Fjordland; Pavilion Ranges; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Southern Boundary Ranges; Southern Chilcotin Ranges; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Windward Island Mountains,NA,NA,NA,1-E (Feb 2010),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,1;2;3;5;6,Capital Regional District; Central Coast Regional District; Cariboo Regional District; Cowichan Valley Regional District; North Coast Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Port Alberni; Tofino; Ucluelet; Alert Bay; Port Alice; Port Hardy; Port McNeill; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Stewart; Port Edward; Prince Rupert,CWH,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Gasterosteus sp. 2,NA,Enos Lake Limnetic Stickleback,NA,F-GASP-02,AFCPA03040,GX,Jul-19,SX,Mar-18,Mar-18,X (Dec 2023),NA,Red,NA,NA,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Leeward Island Mountains; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Windward Island Mountains,NA,NA,NA,1-E (Jan 2005),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,1;2,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Colwood; Esquimalt; Highlands; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal; Cumberland; Comox; Courtenay; Duncan; Ladysmith; Lake Cowichan; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,CDF,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Gasterosteus sp. 3,NA,Enos Lake Benthic Stickleback,NA,F-GASP-03,AFCPA03050,GX,Nov-19,SX,Apr-18,Apr-18,X (Dec 2023),NA,Red,NA,NA,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Leeward Island Mountains; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Windward Island Mountains,NA,NA,NA,1-E (Jan 2005),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,1;2,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Colwood; Esquimalt; Highlands; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal; Cumberland; Comox; Courtenay; Duncan; Ladysmith; Lake Cowichan; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,CDF,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Gasterosteus sp. 4,NA,Paxton Lake Limnetic Stickleback,NA,F-GASP-04,AFCPA03060,G1,Nov-18,S1,Mar-18,Jan-92,E (Dec 2023),NA,Red,NA,NA,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,NA,NA,NA,1-E (Jun 2003),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,1;2,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,CDF,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Gasterosteus sp. 5,NA,Paxton Lake Benthic Stickleback,NA,F-GASP-05,AFCPA03070,G1,Feb-16,S1,Mar-18,Jan-92,E (Dec 2023),NA,Red,NA,NA,Fraser Lowland; Georgia Lowland; Juan de Fuca Strait; Johnstone Strait; Nanaimo Lowland; Outer Fjordland; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,NA,NA,NA,1-E (Jun 2003),NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,1;2,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River,CDF,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Genyonemus lineatus,NA,White Croaker,NA,F-GELI,AFCQH13010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Sciaenidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Gibbonsia metzi,NA,Striped Kelpfish,NA,F-GIME,AFCQQ08030,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Clinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Gibbonsia montereyensis,NA,Crevice Kelpfish,NA,F-GIMO,AFCQQ08040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Clinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Glyptocephalus zachirus,Errex zachirus,Rex Sole,NA,F-GLZA,AFCTB21010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Gobiesox maeandricus,NA,Northern Clingfish,NA,F-GOMA,AFCXA02020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Gobiesocidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Gymnocanthus galeatus,NA,Armorhead Sculpin,NA,F-GYGA,AFC4E19020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Gyrinomimus grahami,Gyrinomimus sp. 1,Flabby Whalefish,NA,F-GYSP,AFC9B01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Cetomimidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Halargyreus johnsonii,NA,Slender Codling,NA,F-HAJO,AFCMH04010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Moridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hemilepidotus hemilepidotus,NA,Red Irish Lord,NA,F-HEHE,AFC4E31010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hemilepidotus spinosus,NA,Brown Irish Lord,NA,F-HESP,AFC4E31040,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hemitripterus bolini,NA,Bigmouth Sculpin,NA,F-HEBO,AFC4E20020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Heterostichus rostratus,NA,Giant Kelpfish,NA,F-HERO,AFCQQ10010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Clinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hexagrammos decagrammus,NA,Kelp Greenling,NA,F-HEDE,AFC4D01010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hexagrammos lagocephalus,NA,Rock Greenling,NA,F-HELA,AFC4D01020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hexagrammos octogrammus,NA,Masked Greenling,NA,F-HEOC,AFC4D01030,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hexagrammos stelleri,NA,Whitespotted Greenling,NA,F-HEST,AFC4D01040,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hexanchus griseus,NA,Bluntnose Sixgill Shark,NA,F-HEGR,AFDBB01010,GNR,NA,SNR,NA,NA,SC (Apr 2007),NA,Not Reviewed,NA,NA,NA,NA,NA,NA,1-SC (Mar 2009),NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Hexanchiformes,Hexanchidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hiodon alosoides,NA,Goldeye,NA,F-HIAL,AFCGA01010,G5,Dec-17,S3,May-19,Mar-04,NA,NA,Blue,NA,NA,Cassiar Ranges; Clear Hills; Eastern Muskwa Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Front Ranges; Finlay River Trench; Hart Foothills; Halfway Plateau; Hyland Plateau; Kechika Mountains; Kiskatinaw Plateau; Kechika River Trench; Liard Plain; Maxhamish Upland; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Northern Hart Ranges; Northern Omineca Mountains; Northern Park Ranges; Northern Skeena Mountains; Parsnip Trench; Peace Foothills; Peace Lowland; Petitot Plain; Rabbit Plateau; Southern Boreal Plateau; Sikanni Chief Upland; Southern Hart Ranges; Simpson Upland; Stikine Highland; Stikine Plateau; Trout Lake Plain; Tuya Range; Western Muskwa Ranges,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Hiodontiformes,Hiodontidae,6;7;9,Peace River Regional District; Regional District of Fraser-Fort George; Regional District of Kitimat-Stikine; Stikine Region (Unincorporated),NRRM; Tumbler Ridge; Chetwynd; Dawson Creek; Fort St John; Hudson's Hope; Pouce Coupe; Taylor,BWBS,NA,Native,Regularly occurring,NA,NA,N,Y,NA
Hippoglossoides elassodon,NA,Flathead Sole,NA,F-HIEL,AFCTB06010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hippoglossus stenolepis,NA,Pacific Halibut,NA,F-HIST,AFCTB07020,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Holtbyrnia latifrons,NA,Teardrop Tubeshoulder,NA,F-HOLA,AFCHK01020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Platytroctidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hybognathus hankinsoni,NA,Brassy Minnow,NA,F-HYHA,AFCJB16020,G5,Aug-15,S4,Aug-11,Jan-04,NA,NA,No Status,NA,NA,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hybognathus hankinsoni - Pacific group,Hybognathus hankinsoni pop. 2,Brassy Minnow - Pacific Group,NA,F-HYHA-02,AFCJB16022,G5TNRQ,NA,S2S3,Feb-19,Jan-12,SC (May 2022),NA,Blue,NA,NA,Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Pacific Ranges; Nanaimo Lowland; Northwestern Cascade Ranges; Outer Fjordland; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,1;2;3;8,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,CDFmm; CWHdm; CWHxm,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Hybognathus hankinsoni - western Arctic group,Hybognathus hankinsoni pop. 1,Brassy Minnow - Western Arctic Group,NA,F-HYHA-01,AFCJB16021,G5TNRQ,NA,S3S4,Jan-12,Jan-12,SC (May 2022),NA,Blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,Y,Y,NA
Hydrolagus colliei,NA,Spotted Ratfish,NA,F-HYCO,AFDAA01010,G5,Dec-17,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Chimaeriformes,Chimaeridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hyperprosopon argenteum,NA,Walleye Surfperch,NA,F-HYAR,AFCQK06020,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hyperprosopon ellipticum,NA,Silver Surfperch,NA,F-HYEL,AFCQK06030,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hypomesus pretiosus,NA,Surf Smelt,NA,F-HYPR,AFCHB01030,G5,Sep-96,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hypsagonus mozinoi,NA,Kelp Poacher,NA,F-HYMO,AFC4F01010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
Hypsagonus quadricornis,NA,Fourhorn Poacher,NA,F-HYQU,AFC4F08010,GNR,NA,SNR,NA,NA,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,N,N,NA
